UTD;ZONA;CARTEIRA;TURMA;TOTAL_ESPERADO_MAPA;TOTAL_ESPERADO_ATENA;DATA_PEDIDO;DIA_SEMANA;FLAG_DEF
ILHEUS;178;RECORTE;STC;19,0;;2022-08-25;5;
ILHEUS;173;CORTE;STC;19,0;;2022-08-25;5;
ILHEUS;180;CORTE;STC;19,0;;2022-08-25;5;
IRECE;197;CORTE;STC;19,0;;2022-08-25;5;
IRECE;199;CORTE;STC;19,0;;2022-08-25;5;
IRECE;203;CORTE;STC;19,0;;2022-08-25;5;
IRECE;205;CORTE;STC;19,0;;2022-08-25;5;
IRECE;198;CORTE;STC;19,0;;2022-08-25;5;
IRECE;193;CORTE;STC;38,0;;2022-08-25;5;
IRECE;207;CORTE;STC;19,0;;2022-08-25;5;
IRECE;211;CORTE;STC;19,0;;2022-08-25;5;
ITABERABA;215;CORTE;STC;19,0;;2022-08-25;5;
ITABERABA;217;CORTE;STC;38,0;;2022-08-25;5;
ITABUNA;230;CORTE;STC;19,0;;2022-08-25;5;
ITAPETINGA;240;CORTE;STC;10,0;;2022-08-25;5;
JEQUIE;266;CORTE;STC;10,0;;2022-08-25;5;
JEQUIE;268;CORTE;STC;10,0;;2022-08-25;5;
JEQUIE;273;CORTE;STC;10,0;;2022-08-25;5;
JEQUIE;278;CORTE;STC;10,0;;2022-08-25;5;
JEQUIE;279;CORTE;STC;10,0;;2022-08-25;5;
JEQUIE;282;CORTE;STC;10,0;;2022-08-25;5;
LUIS EDUARDO MAGALHAES;323;CORTE;STC;19,0;;2022-08-25;5;
LUIS EDUARDO MAGALHAES;320;CORTE;STC;19,0;;2022-08-25;5;
PAULO AFONSO;401;CORTE;STC;10,0;;2022-08-25;5;
PAULO AFONSO;402;CORTE;STC;10,0;;2022-08-25;5;
PITUBA;357;RECORTE;STC;19,0;;2022-08-25;5;
PORTO SEGURO;369;CORTE;STC;10,0;;2022-08-25;5;
RIBEIRA DO POMBAL;397;CORTE;STC;10,0;;2022-08-25;5;
RIBEIRA DO POMBAL;398;CORTE;STC;10,0;;2022-08-25;5;
RIBEIRA DO POMBAL;409;CORTE;STC;10,0;;2022-08-25;5;
SANTO AMARO;422;RECORTE;STC;19,0;;2022-08-25;5;
SANTO AMARO;424;CORTE;STC;19,0;;2022-08-25;5;
SANTO AMARO;421;CORTE;STC;19,0;;2022-08-25;5;
SANTO AMARO;422;CORTE;STC;19,0;;2022-08-25;5;
SENHOR DO BONFIM;446;CORTE;STC;10,0;;2022-08-25;5;
SENHOR DO BONFIM;451;CORTE;STC;10,0;;2022-08-25;5;
SENHOR DO BONFIM;452;CORTE;STC;10,0;;2022-08-25;5;
SERRINHA;467;RECORTE;STC;10,0;;2022-08-25;5;
SERRINHA;455;CORTE;STC;10,0;;2022-08-25;5;
VALENCA;492;CORTE;STC;10,0;;2022-08-25;5;
VITORIA DA CONQUISTA;499;CORTE;STC;10,0;;2022-08-25;5;
VITORIA DA CONQUISTA;504;CORTE;STC;10,0;;2022-08-25;5;
VITORIA DA CONQUISTA;509;CORTE;STC;10,0;;2022-08-25;5;
VITORIA DA CONQUISTA;512;CORTE;STC;10,0;;2022-08-25;5;
VITORIA DA CONQUISTA;506;CORTE;STC;10,0;;2022-08-25;5;
VITORIA DA CONQUISTA;508;CORTE;STC;10,0;;2022-08-25;5;
VITORIA DA CONQUISTA;502;CORTE;STC;10,0;;2022-08-25;5;
VITORIA DA CONQUISTA;503;CORTE;STC;10,0;;2022-08-25;5;
VITORIA DA CONQUISTA;522;CORTE;STC;10,0;;2022-08-25;5;
CAMACARI;57;CORTE;EPS;18,0;;2022-08-19;6;
GRACA;129;CORTE;EPS;19,0;;2022-08-19;6;
GRACA;133;CORTE;EPS;38,0;;2022-08-19;6;
IRECE;192;CORTE;EPS;14,0;;2022-08-19;6;
IRECE;193;CORTE;EPS;14,0;;2022-08-19;6;
IRECE;197;CORTE;EPS;14,0;;2022-08-19;6;
IRECE;198;CORTE;EPS;14,0;;2022-08-19;6;
IRECE;199;CORTE;EPS;14,0;;2022-08-19;6;
IRECE;203;CORTE;EPS;14,0;;2022-08-19;6;
IRECE;205;CORTE;EPS;14,0;;2022-08-19;6;
IRECE;207;CORTE;EPS;14,0;;2022-08-19;6;
IRECE;211;CORTE;EPS;14,0;;2022-08-19;6;
ALAGOINHAS;4;RECORTE;STC;14,0;;2022-08-19;6;
ALAGOINHAS;2;RECORTE;STC;14,0;;2022-08-19;6;
ALAGOINHAS;4;CORTE;STC;14,0;;2022-08-19;6;
BARREIRAS;13;CORTE;STC;19,0;;2022-08-19;6;
BARREIRAS;18;CORTE;STC;19,0;;2022-08-19;6;
BARREIRAS;19;CORTE;STC;19,0;;2022-08-19;6;
BARREIRAS;14;CORTE;STC;19,0;;2022-08-19;6;
BOM JESUS DA LAPA;23;CORTE;STC;14,0;;2022-08-19;6;
BOM JESUS DA LAPA;29;CORTE;STC;14,0;;2022-08-19;6;
BOM JESUS DA LAPA;27;CORTE;STC;14,0;;2022-08-19;6;
CAMACARI;50;RECORTE;STC;14,0;;2022-08-19;6;
CAMACARI;51;CORTE;STC;14,0;;2022-08-19;6;
ESPLANADA;77;RECORTE;STC;14,0;;2022-08-19;6;
FEIRA DE SANTANA NORTE;113;CORTE;STC;19,0;;2022-08-19;6;
FEIRA DE SANTANA NORTE;115;CORTE;STC;19,0;;2022-08-19;6;
GUANAMBI;138;CORTE;STC;19,0;;2022-08-19;6;
GUANAMBI;152;CORTE;STC;19,0;;2022-08-19;6;
IBOTIRAMA;155;CORTE;STC;14,0;;2022-08-19;6;
IBOTIRAMA;163;CORTE;STC;14,0;;2022-08-19;6;
IBOTIRAMA;166;CORTE;STC;14,0;;2022-08-19;6;
IRECE;195;CORTE;STC;19,0;;2022-08-19;6;
IRECE;200;CORTE;STC;19,0;;2022-08-19;6;
IRECE;202;CORTE;STC;19,0;;2022-08-19;6;
IRECE;204;CORTE;STC;19,0;;2022-08-19;6;
IRECE;210;CORTE;STC;19,0;;2022-08-19;6;
ITABERABA;220;CORTE;STC;19,0;;2022-08-19;6;
ITABERABA;214;CORTE;STC;19,0;;2022-08-19;6;
ITABERABA;216;CORTE;STC;19,0;;2022-08-19;6;
ITABERABA;221;CORTE;STC;19,0;;2022-08-19;6;
ITABERABA;219;CORTE;STC;19,0;;2022-08-19;6;
ITABUNA;234;CORTE;STC;14,0;;2022-08-19;6;
ITABUNA;226;CORTE;STC;14,0;;2022-08-19;6;
JACOBINA;255;CORTE;STC;14,0;;2022-08-19;6;
JACOBINA;263;CORTE;STC;14,0;;2022-08-19;6;
JACOBINA;259;CORTE;STC;14,0;;2022-08-19;6;
JACOBINA;260;CORTE;STC;14,0;;2022-08-19;6;
JACOBINA;264;CORTE;STC;14,0;;2022-08-19;6;
JACOBINA;261;CORTE;STC;28,0;;2022-08-19;6;
JUAZEIRO;290;RECORTE;STC;14,0;;2022-08-19;6;
LAURO DE FREITAS;293;CORTE;STC;14,0;;2022-08-19;6;
LAURO DE FREITAS;294;CORTE;STC;14,0;;2022-08-19;6;
LAURO DE FREITAS;295;CORTE;STC;14,0;;2022-08-19;6;
LAURO DE FREITAS;298;CORTE;STC;14,0;;2022-08-19;6;
LIVRAMENTO DE NOSSA SENHORA;302;CORTE;STC;19,0;;2022-08-19;6;
LIVRAMENTO DE NOSSA SENHORA;308;CORTE;STC;19,0;;2022-08-19;6;
LIVRAMENTO DE NOSSA SENHORA;309;CORTE;STC;19,0;;2022-08-19;6;
LIVRAMENTO DE NOSSA SENHORA;310;CORTE;STC;19,0;;2022-08-19;6;
LUIS EDUARDO MAGALHAES;318;CORTE;STC;19,0;;2022-08-19;6;
LUIS EDUARDO MAGALHAES;317;CORTE;STC;19,0;;2022-08-19;6;
LUIS EDUARDO MAGALHAES;319;CORTE;STC;19,0;;2022-08-19;6;
PERIPERI;347;CORTE;STC;14,0;;2022-08-19;6;
PERIPERI;348;CORTE;STC;14,0;;2022-08-19;6;
PERIPERI;349;CORTE;STC;14,0;;2022-08-19;6;
PORTO SEGURO;373;CORTE;STC;19,0;;2022-08-19;6;
SANTA MARIA DA VITORIA;412;CORTE;STC;14,0;;2022-08-19;6;
SANTA MARIA DA VITORIA;417;CORTE;STC;14,0;;2022-08-19;6;
SANTO AMARO;419;CORTE;STC;19,0;;2022-08-19;6;
SANTO AMARO;420;CORTE;STC;19,0;;2022-08-19;6;
SEABRA;438;RECORTE;STC;19,0;;2022-08-19;6;
SEABRA;443;CORTE;STC;19,0;;2022-08-19;6;
SEABRA;212;CORTE;STC;19,0;;2022-08-19;6;
SEABRA;438;CORTE;STC;19,0;;2022-08-19;6;
GRACA;132;RECORTE;STC;15,0;;2022-08-18;5;
GRACA;130;CORTE;STC;15,0;;2022-08-18;5;
GRACA;132;CORTE;STC;15,0;;2022-08-18;5;
GRACA;134;CORTE;STC;30,0;;2022-08-18;5;
PIRAJA;352;RECORTE;STC;15,0;;2022-08-18;5;
PIRAJA;350;CORTE;STC;15,0;;2022-08-18;5;
PIRAJA;352;CORTE;STC;15,0;;2022-08-18;5;
PIRAJA;354;CORTE;STC;15,0;;2022-08-18;5;
TEIXEIRA DE FREITAS;469;CORTE;STC;15,0;;2022-08-18;5;
VALENCA;493;CORTE;STC;15,0;;2022-08-18;5;
CAMACARI;56;CORTE;EPS;18,0;;2022-08-22;2;
FEIRA DE SANTANA NORTE;107;CORTE;EPS;42,0;;2022-08-22;2;
FEIRA DE SANTANA NORTE;108;CORTE;EPS;14,0;;2022-08-22;2;
FEIRA DE SANTANA NORTE;109;CORTE;EPS;28,0;;2022-08-22;2;
GRACA;129;CORTE;EPS;19,0;;2022-08-22;2;
GRACA;133;CORTE;EPS;38,0;;2022-08-22;2;
ALAGOINHAS;2;RECORTE;STC;14,0;;2022-08-22;2;
ALAGOINHAS;3;RECORTE;STC;14,0;;2022-08-22;2;
ALAGOINHAS;2;CORTE;STC;14,0;;2022-08-22;2;
BARREIRAS;18;CORTE;STC;19,0;;2022-08-22;2;
BARREIRAS;14;CORTE;STC;19,0;;2022-08-22;2;
BOM JESUS DA LAPA;33;RECORTE;STC;14,0;;2022-08-22;2;
BOM JESUS DA LAPA;29;RECORTE;STC;14,0;;2022-08-22;2;
CAMACARI;50;RECORTE;STC;14,0;;2022-08-22;2;
CAMACARI;52;CORTE;STC;14,0;;2022-08-22;2;
EUNAPOLIS;98;CORTE;STC;19,0;;2022-08-22;2;
GUANAMBI;138;CORTE;STC;19,0;;2022-08-22;2;
GUANAMBI;152;CORTE;STC;19,0;;2022-08-22;2;
IBOTIRAMA;166;RECORTE;STC;14,0;;2022-08-22;2;
IBOTIRAMA;155;CORTE;STC;14,0;;2022-08-22;2;
IBOTIRAMA;159;CORTE;STC;14,0;;2022-08-22;2;
IPIAU;189;CORTE;STC;14,0;;2022-08-22;2;
IRECE;195;CORTE;STC;19,0;;2022-08-22;2;
IRECE;200;CORTE;STC;19,0;;2022-08-22;2;
IRECE;202;CORTE;STC;19,0;;2022-08-22;2;
IRECE;204;CORTE;STC;19,0;;2022-08-22;2;
IRECE;208;CORTE;STC;19,0;;2022-08-22;2;
ITABERABA;220;CORTE;STC;19,0;;2022-08-22;2;
ITABERABA;214;CORTE;STC;19,0;;2022-08-22;2;
ITABERABA;216;CORTE;STC;38,0;;2022-08-22;2;
ITABERABA;218;CORTE;STC;19,0;;2022-08-22;2;
ITABUNA;226;CORTE;STC;14,0;;2022-08-22;2;
ITABUNA;231;CORTE;STC;19,0;;2022-08-22;2;
JACOBINA;261;RECORTE;STC;14,0;;2022-08-22;2;
JACOBINA;257;CORTE;STC;14,0;;2022-08-22;2;
JACOBINA;263;CORTE;STC;14,0;;2022-08-22;2;
JACOBINA;258;CORTE;STC;14,0;;2022-08-22;2;
JACOBINA;264;CORTE;STC;14,0;;2022-08-22;2;
JACOBINA;534;CORTE;STC;14,0;;2022-08-22;2;
JUAZEIRO;287;RECORTE;STC;14,0;;2022-08-22;2;
JUAZEIRO;290;RECORTE;STC;14,0;;2022-08-22;2;
LAURO DE FREITAS;295;RECORTE;STC;14,0;;2022-08-22;2;
LAURO DE FREITAS;296;CORTE;STC;14,0;;2022-08-22;2;
LAURO DE FREITAS;298;CORTE;STC;14,0;;2022-08-22;2;
LIVRAMENTO DE NOSSA SENHORA;305;CORTE;STC;19,0;;2022-08-22;2;
LIVRAMENTO DE NOSSA SENHORA;309;CORTE;STC;19,0;;2022-08-22;2;
LIVRAMENTO DE NOSSA SENHORA;303;CORTE;STC;19,0;;2022-08-22;2;
LIVRAMENTO DE NOSSA SENHORA;310;CORTE;STC;19,0;;2022-08-22;2;
LUIS EDUARDO MAGALHAES;318;CORTE;STC;19,0;;2022-08-22;2;
LUIS EDUARDO MAGALHAES;317;CORTE;STC;19,0;;2022-08-22;2;
LUIS EDUARDO MAGALHAES;319;CORTE;STC;19,0;;2022-08-22;2;
PAULO AFONSO;341;CORTE;STC;14,0;;2022-08-22;2;
PERIPERI;347;CORTE;STC;14,0;;2022-08-22;2;
PERIPERI;348;CORTE;STC;14,0;;2022-08-22;2;
PERIPERI;349;CORTE;STC;14,0;;2022-08-22;2;
SANTA MARIA DA VITORIA;414;CORTE;STC;14,0;;2022-08-22;2;
SANTA MARIA DA VITORIA;417;CORTE;STC;14,0;;2022-08-22;2;
SANTO AMARO;423;CORTE;STC;19,0;;2022-08-22;2;
SANTO AMARO;420;CORTE;STC;19,0;;2022-08-22;2;
SANTO ANTONIO DE JESUS;427;CORTE;STC;14,0;;2022-08-22;2;
SEABRA;437;CORTE;STC;19,0;;2022-08-22;2;
SEABRA;440;CORTE;STC;19,0;;2022-08-22;2;
SEABRA;441;CORTE;STC;19,0;;2022-08-22;2;
VALENCA;498;RECORTE;STC;19,0;;2022-08-22;2;
CAMACARI;51;CORTE;EPS;18,0;;2022-08-23;3;
CAMACARI;53;CORTE;EPS;18,0;;2022-08-23;3;
FEIRA DE SANTANA NORTE;107;CORTE;EPS;42,0;;2022-08-23;3;
FEIRA DE SANTANA NORTE;108;CORTE;EPS;14,0;;2022-08-23;3;
FEIRA DE SANTANA NORTE;109;CORTE;EPS;28,0;;2022-08-23;3;
GRACA;129;CORTE;EPS;19,0;;2022-08-23;3;
GRACA;133;CORTE;EPS;38,0;;2022-08-23;3;
SANTO AMARO;425;RECORTE;EPS;38,0;;2022-08-23;3;
ALAGOINHAS;4;RECORTE;STC;14,0;;2022-08-23;3;
ALAGOINHAS;3;RECORTE;STC;14,0;;2022-08-23;3;
ALAGOINHAS;3;CORTE;STC;14,0;;2022-08-23;3;
BARREIRAS;13;CORTE;STC;19,0;;2022-08-23;3;
BARREIRAS;18;CORTE;STC;38,0;;2022-08-23;3;
BARREIRAS;15;CORTE;STC;19,0;;2022-08-23;3;
BARREIRAS;21;CORTE;STC;19,0;;2022-08-23;3;
BOM JESUS DA LAPA;23;RECORTE;STC;14,0;;2022-08-23;3;
BOM JESUS DA LAPA;23;CORTE;STC;14,0;;2022-08-23;3;
BOM JESUS DA LAPA;33;CORTE;STC;14,0;;2022-08-23;3;
BOM JESUS DA LAPA;29;CORTE;STC;14,0;;2022-08-23;3;
CAMACARI;50;RECORTE;STC;28,0;;2022-08-23;3;
CAMACARI;51;CORTE;STC;14,0;;2022-08-23;3;
CAMACARI;52;CORTE;STC;28,0;;2022-08-23;3;
CAMACARI;55;CORTE;STC;14,0;;2022-08-23;3;
ESPLANADA;82;RECORTE;STC;19,0;;2022-08-23;3;
ESPLANADA;81;RECORTE;STC;19,0;;2022-08-23;3;
EUNAPOLIS;86;CORTE;STC;19,0;;2022-08-23;3;
EUNAPOLIS;104;CORTE;STC;19,0;;2022-08-23;3;
GUANAMBI;138;CORTE;STC;19,0;;2022-08-23;3;
GUANAMBI;152;CORTE;STC;19,0;;2022-08-23;3;
IBOTIRAMA;155;RECORTE;STC;14,0;;2022-08-23;3;
IBOTIRAMA;161;CORTE;STC;14,0;;2022-08-23;3;
IBOTIRAMA;163;CORTE;STC;14,0;;2022-08-23;3;
IBOTIRAMA;166;CORTE;STC;14,0;;2022-08-23;3;
IPIAU;189;RECORTE;STC;14,0;;2022-08-23;3;
IRECE;196;CORTE;STC;19,0;;2022-08-23;3;
IRECE;200;CORTE;STC;19,0;;2022-08-23;3;
IRECE;202;CORTE;STC;19,0;;2022-08-23;3;
IRECE;204;CORTE;STC;19,0;;2022-08-23;3;
IRECE;210;CORTE;STC;19,0;;2022-08-23;3;
IRECE;201;CORTE;STC;19,0;;2022-08-23;3;
ITABERABA;213;CORTE;STC;19,0;;2022-08-23;3;
ITABERABA;214;CORTE;STC;19,0;;2022-08-23;3;
ITABERABA;216;CORTE;STC;19,0;;2022-08-23;3;
ITABERABA;222;CORTE;STC;19,0;;2022-08-23;3;
ITABERABA;218;CORTE;STC;19,0;;2022-08-23;3;
ITABUNA;234;CORTE;STC;14,0;;2022-08-23;3;
ITABUNA;226;CORTE;STC;14,0;;2022-08-23;3;
JACOBINA;260;RECORTE;STC;14,0;;2022-08-23;3;
JACOBINA;264;RECORTE;STC;14,0;;2022-08-23;3;
JACOBINA;263;CORTE;STC;14,0;;2022-08-23;3;
JACOBINA;258;CORTE;STC;14,0;;2022-08-23;3;
JACOBINA;259;CORTE;STC;14,0;;2022-08-23;3;
JACOBINA;264;CORTE;STC;28,0;;2022-08-23;3;
JACOBINA;261;CORTE;STC;14,0;;2022-08-23;3;
JUAZEIRO;284;RECORTE;STC;14,0;;2022-08-23;3;
JUAZEIRO;290;RECORTE;STC;14,0;;2022-08-23;3;
LAURO DE FREITAS;293;RECORTE;STC;28,0;;2022-08-23;3;
LAURO DE FREITAS;294;RECORTE;STC;14,0;;2022-08-23;3;
LAURO DE FREITAS;296;RECORTE;STC;14,0;;2022-08-23;3;
LAURO DE FREITAS;295;CORTE;STC;14,0;;2022-08-23;3;
LAURO DE FREITAS;296;CORTE;STC;14,0;;2022-08-23;3;
LIVRAMENTO DE NOSSA SENHORA;301;CORTE;STC;19,0;;2022-08-23;3;
LIVRAMENTO DE NOSSA SENHORA;307;CORTE;STC;19,0;;2022-08-23;3;
LIVRAMENTO DE NOSSA SENHORA;308;CORTE;STC;19,0;;2022-08-23;3;
LIVRAMENTO DE NOSSA SENHORA;304;CORTE;STC;19,0;;2022-08-23;3;
LUIS EDUARDO MAGALHAES;318;CORTE;STC;19,0;;2022-08-23;3;
LUIS EDUARDO MAGALHAES;314;CORTE;STC;19,0;;2022-08-23;3;
LUIS EDUARDO MAGALHAES;317;CORTE;STC;19,0;;2022-08-23;3;
LUIS EDUARDO MAGALHAES;319;CORTE;STC;19,0;;2022-08-23;3;
PERIPERI;347;CORTE;STC;14,0;;2022-08-23;3;
PERIPERI;348;CORTE;STC;14,0;;2022-08-23;3;
PERIPERI;349;CORTE;STC;14,0;;2022-08-23;3;
PORTO SEGURO;376;RECORTE;STC;19,0;;2022-08-23;3;
PORTO SEGURO;370;RECORTE;STC;19,0;;2022-08-23;3;
PORTO SEGURO;373;CORTE;STC;19,0;;2022-08-23;3;
PORTO SEGURO;374;CORTE;STC;19,0;;2022-08-23;3;
SANTA MARIA DA VITORIA;417;RECORTE;STC;14,0;;2022-08-23;3;
SANTA MARIA DA VITORIA;414;CORTE;STC;14,0;;2022-08-23;3;
SANTA MARIA DA VITORIA;417;CORTE;STC;14,0;;2022-08-23;3;
SANTO AMARO;423;CORTE;STC;19,0;;2022-08-23;3;
SANTO AMARO;420;CORTE;STC;19,0;;2022-08-23;3;
SANTO ANTONIO DE JESUS;432;RECORTE;STC;14,0;;2022-08-23;3;
SANTO ANTONIO DE JESUS;427;CORTE;STC;14,0;;2022-08-23;3;
SEABRA;436;CORTE;STC;19,0;;2022-08-23;3;
SEABRA;212;CORTE;STC;19,0;;2022-08-23;3;
SEABRA;441;CORTE;STC;19,0;;2022-08-23;3;
TEIXEIRA DE FREITAS;477;CORTE;STC;19,0;;2022-08-23;3;
VALENCA;496;RECORTE;STC;19,0;;2022-08-23;3;
VALENCA;498;CORTE;STC;19,0;;2022-08-23;3;
JUAZEIRO;284;CORTE;EPS;14,0;;2022-08-24;4;
JUAZEIRO;285;CORTE;EPS;14,0;;2022-08-24;4;
JUAZEIRO;287;CORTE;EPS;14,0;;2022-08-24;4;
JUAZEIRO;290;CORTE;EPS;28,0;;2022-08-24;4;
JUAZEIRO;292;CORTE;EPS;14,0;;2022-08-24;4;
PORTO SEGURO;373;RECORTE;EPS;14,0;;2022-08-24;4;
PORTO SEGURO;376;RECORTE;EPS;28,0;;2022-08-24;4;
SANTO AMARO;419;RECORTE;EPS;19,0;;2022-08-24;4;
SANTO AMARO;420;RECORTE;EPS;19,0;;2022-08-24;4;
TEIXEIRA DE FREITAS;472;CORTE;EPS;14,0;;2022-08-24;4;
ALAGOINHAS;1;RECORTE;STC;42,0;;2022-08-24;4;
GUANAMBI;138;RECORTE;STC;19,0;;2022-08-24;4;
GUANAMBI;152;RECORTE;STC;19,0;;2022-08-24;4;
IRECE;195;RECORTE;STC;19,0;;2022-08-24;4;
IRECE;202;RECORTE;STC;19,0;;2022-08-24;4;
IRECE;208;RECORTE;STC;19,0;;2022-08-24;4;
ITABERABA;213;RECORTE;STC;19,0;;2022-08-24;4;
ITABERABA;216;RECORTE;STC;19,0;;2022-08-24;4;
ITABERABA;222;RECORTE;STC;19,0;;2022-08-24;4;
ITABERABA;224;RECORTE;STC;19,0;;2022-08-24;4;
JUAZEIRO;290;RECORTE;STC;14,0;;2022-08-24;4;
SEABRA;443;RECORTE;STC;19,0;;2022-08-24;4;
SEABRA;441;RECORTE;STC;19,0;;2022-08-24;4;
ESPLANADA;77;CORTE;EPS;14,0;;2022-08-25;5;
ESPLANADA;78;CORTE;EPS;14,0;;2022-08-25;5;
ESPLANADA;80;CORTE;EPS;14,0;;2022-08-25;5;
ESPLANADA;82;CORTE;EPS;14,0;;2022-08-25;5;
ESPLANADA;83;CORTE;EPS;14,0;;2022-08-25;5;
FEIRA DE SANTANA NORTE;107;CORTE;EPS;42,0;;2022-08-25;5;
FEIRA DE SANTANA NORTE;108;CORTE;EPS;14,0;;2022-08-25;5;
FEIRA DE SANTANA NORTE;109;CORTE;EPS;28,0;;2022-08-25;5;
GRACA;129;CORTE;EPS;19,0;;2022-08-25;5;
GRACA;133;CORTE;EPS;19,0;;2022-08-25;5;
PITUBA;356;CORTE;EPS;28,0;;2022-08-25;5;
PITUBA;357;CORTE;EPS;14,0;;2022-08-25;5;
PITUBA;359;CORTE;EPS;14,0;;2022-08-25;5;
VITORIA DA CONQUISTA;500;RECORTE;EPS;14,0;;2022-08-25;5;
VITORIA DA CONQUISTA;519;RECORTE;EPS;14,0;;2022-08-25;5;
VITORIA DA CONQUISTA;520;RECORTE;EPS;14,0;;2022-08-25;5;
VITORIA DA CONQUISTA;521;RECORTE;EPS;14,0;;2022-08-25;5;
VITORIA DA CONQUISTA;508;RECORTE;EPS;14,0;;2022-08-25;5;
ALAGOINHAS;1;RECORTE;STC;28,0;;2022-08-25;5;
ALAGOINHAS;1;CORTE;STC;14,0;;2022-08-25;5;
BARREIRAS;17;CORTE;STC;19,0;;2022-08-25;5;
BARREIRAS;18;CORTE;STC;19,0;;2022-08-25;5;
BARREIRAS;14;CORTE;STC;19,0;;2022-08-25;5;
BOM JESUS DA LAPA;33;CORTE;STC;14,0;;2022-08-25;5;
BOM JESUS DA LAPA;29;CORTE;STC;14,0;;2022-08-25;5;
CAMACARI;50;RECORTE;STC;14,0;;2022-08-25;5;
CAMACARI;50;CORTE;STC;14,0;;2022-08-25;5;
CAMACARI;55;CORTE;STC;14,0;;2022-08-25;5;
EUNAPOLIS;98;CORTE;STC;19,0;;2022-08-25;5;
GUANAMBI;138;CORTE;STC;19,0;;2022-08-25;5;
GUANAMBI;152;CORTE;STC;19,0;;2022-08-25;5;
IBOTIRAMA;155;CORTE;STC;14,0;;2022-08-25;5;
IBOTIRAMA;159;CORTE;STC;14,0;;2022-08-25;5;
IBOTIRAMA;163;CORTE;STC;14,0;;2022-08-25;5;
IBOTIRAMA;166;CORTE;STC;14,0;;2022-08-25;5;
IRECE;195;CORTE;STC;19,0;;2022-08-25;5;
IRECE;200;CORTE;STC;19,0;;2022-08-25;5;
IRECE;202;CORTE;STC;19,0;;2022-08-25;5;
IRECE;204;CORTE;STC;19,0;;2022-08-25;5;
ITABERABA;220;CORTE;STC;19,0;;2022-08-25;5;
ITABERABA;214;CORTE;STC;19,0;;2022-08-25;5;
ITABERABA;216;CORTE;STC;38,0;;2022-08-25;5;
ITABERABA;218;CORTE;STC;19,0;;2022-08-25;5;
ITABUNA;226;CORTE;STC;14,0;;2022-08-25;5;
ITABUNA;231;CORTE;STC;19,0;;2022-08-25;5;
JACOBINA;257;CORTE;STC;14,0;;2022-08-25;5;
JACOBINA;263;CORTE;STC;14,0;;2022-08-25;5;
JACOBINA;258;CORTE;STC;14,0;;2022-08-25;5;
JACOBINA;264;CORTE;STC;14,0;;2022-08-25;5;
JACOBINA;534;CORTE;STC;14,0;;2022-08-25;5;
JUAZEIRO;290;RECORTE;STC;14,0;;2022-08-25;5;
LAURO DE FREITAS;293;RECORTE;STC;14,0;;2022-08-25;5;
LAURO DE FREITAS;293;CORTE;STC;14,0;;2022-08-25;5;
LAURO DE FREITAS;295;CORTE;STC;14,0;;2022-08-25;5;
LAURO DE FREITAS;296;CORTE;STC;14,0;;2022-08-25;5;
LIVRAMENTO DE NOSSA SENHORA;308;CORTE;STC;19,0;;2022-08-25;5;
LIVRAMENTO DE NOSSA SENHORA;309;CORTE;STC;19,0;;2022-08-25;5;
LIVRAMENTO DE NOSSA SENHORA;303;CORTE;STC;19,0;;2022-08-25;5;
LIVRAMENTO DE NOSSA SENHORA;312;CORTE;STC;19,0;;2022-08-25;5;
LUIS EDUARDO MAGALHAES;318;CORTE;STC;19,0;;2022-08-25;5;
LUIS EDUARDO MAGALHAES;317;CORTE;STC;19,0;;2022-08-25;5;
LUIS EDUARDO MAGALHAES;319;CORTE;STC;19,0;;2022-08-25;5;
PERIPERI;347;CORTE;STC;14,0;;2022-08-25;5;
PERIPERI;348;CORTE;STC;14,0;;2022-08-25;5;
PERIPERI;349;CORTE;STC;14,0;;2022-08-25;5;
SANTA MARIA DA VITORIA;412;CORTE;STC;14,0;;2022-08-25;5;
SANTA MARIA DA VITORIA;417;CORTE;STC;14,0;;2022-08-25;5;
SANTO AMARO;423;CORTE;STC;19,0;;2022-08-25;5;
SANTO ANTONIO DE JESUS;427;CORTE;STC;14,0;;2022-08-25;5;
SEABRA;437;CORTE;STC;19,0;;2022-08-25;5;
SEABRA;212;CORTE;STC;19,0;;2022-08-25;5;
SEABRA;441;CORTE;STC;19,0;;2022-08-25;5;
TEIXEIRA DE FREITAS;477;CORTE;STC;19,0;;2022-08-25;5;
VALENCA;496;RECORTE;STC;19,0;;2022-08-25;5;
ALAGOINHAS;1;CORTE;EPS;27,0;;2022-08-19;6;
ALAGOINHAS;2;CORTE;EPS;27,0;;2022-08-19;6;
ALAGOINHAS;3;CORTE;EPS;9,0;;2022-08-19;6;
ALAGOINHAS;4;CORTE;EPS;18,0;;2022-08-19;6;
BARREIRAS;18;CORTE;EPS;6,0;;2022-08-19;6;
BARREIRAS;20;CORTE;EPS;6,0;;2022-08-19;6;
BARREIRAS;21;CORTE;EPS;6,0;;2022-08-19;6;
CONCEICAO DO COITE;62;CORTE;EPS;6,0;;2022-08-19;6;
CONCEICAO DO COITE;63;CORTE;EPS;6,0;;2022-08-19;6;
CONCEICAO DO COITE;65;CORTE;EPS;6,0;;2022-08-19;6;
CONCEICAO DO COITE;67;CORTE;EPS;6,0;;2022-08-19;6;
CONCEICAO DO COITE;68;CORTE;EPS;6,0;;2022-08-19;6;
