UTD;ZONA;CARTEIRA;TURMA;TOTAL_ESPERADO_MAPA;TOTAL_ESPERADO_ATENA;DATA_PEDIDO;DIA_SEMANA;FLAG_DEF
ITABERABA;217;CORTE;STC;;42,0;2022-08-23;3;N
BRUMADO;42;CORTE;STC;;11,0;2022-08-23;3;N
PAULO AFONSO;402;CORTE;STC;;11,0;2022-08-23;3;N
AMARGOSA;12;CORTE;STC;;16,0;2022-08-23;3;N
SANTO ANTONIO DE JESUS;8;CORTE;STC;;16,0;2022-08-23;3;N
VITORIA DA CONQUISTA;520;CORTE;STC;;11,0;2022-08-23;3;N
PERIPERI;347;CORTE;STC;;32,0;2022-08-23;3;N
SENHOR DO BONFIM;450;CORTE;STC;;13,0;2022-08-23;3;N
VITORIA DA CONQUISTA;518;CORTE;STC;;11,0;2022-08-23;3;N
RIBEIRA DO POMBAL;410;CORTE;STC;;11,0;2022-08-23;3;N
JACOBINA;258;CORTE;STC;;16,0;2022-08-23;3;N
PAULO AFONSO;324;CORTE;STC;;16,0;2022-08-23;3;N
SENHOR DO BONFIM;453;CORTE;STC;;11,0;2022-08-23;3;N
SENHOR DO BONFIM;451;CORTE;STC;;11,0;2022-08-23;3;N
SERRINHA;465;CORTE;STC;;9,0;2022-08-23;3;N
SANTA MARIA DA VITORIA;416;CORTE;STC;;16,0;2022-08-23;3;N
BARREIRAS;21;CORTE;STC;;21,0;2022-08-23;3;N
EUNAPOLIS;99;CORTE;STC;;14,0;2022-08-23;3;N
BARREIRAS;20;CORTE;STC;;42,0;2022-08-23;3;N
EUNAPOLIS;92;CORTE;STC;;11,0;2022-08-23;3;N
VITORIA DA CONQUISTA;502;CORTE;STC;;11,0;2022-08-23;3;N
BOM JESUS DA LAPA;24;CORTE;STC;;16,0;2022-08-23;3;N
SERRINHA;456;CORTE;STC;;11,0;2022-08-23;3;N
ITABERABA;215;CORTE;STC;;21,0;2022-08-23;3;N
BOM JESUS DA LAPA;25;CORTE;STC;;16,0;2022-08-23;3;N
ITABUNA;234;CORTE;STC;;14,0;2022-08-23;3;N
RIBEIRA DO POMBAL;404;CORTE;STC;;11,0;2022-08-23;3;N
RIBEIRA DO POMBAL;397;CORTE;STC;;11,0;2022-08-23;3;N
REMANSO;393;CORTE;STC;;15,0;2022-08-23;3;N
CANDEIAS;58;CORTE;STC;;16,0;2022-08-23;3;N
ITABERABA;214;CORTE;STC;;21,0;2022-08-23;3;N
VALENCA;490;CORTE;STC;;17,0;2022-08-23;3;N
IRECE;196;CORTE;STC;;21,0;2022-08-23;3;N
IRECE;207;CORTE;STC;;21,0;2022-08-23;3;N
BOM JESUS DA LAPA;28;CORTE;STC;;15,0;2022-08-23;3;N
SERRINHA;467;CORTE;STC;;11,0;2022-08-23;3;N
PITUBA;359;CORTE;STC;;19,0;2022-08-23;3;N
VALENCA;493;CORTE;STC;;17,0;2022-08-23;3;N
VITORIA DA CONQUISTA;500;CORTE;STC;;11,0;2022-08-23;3;N
IRECE;197;CORTE;STC;;21,0;2022-08-23;3;N
IRECE;211;CORTE;STC;;21,0;2022-08-23;3;N
TEIXEIRA DE FREITAS;477;CORTE;STC;;21,0;2022-08-23;3;N
SANTO AMARO;421;CORTE;STC;;21,0;2022-08-23;3;N
IBOTIRAMA;161;CORTE;STC;;16,0;2022-08-23;3;N
ITAPETINGA;237;CORTE;STC;;9,0;2022-08-23;3;N
TEIXEIRA DE FREITAS;471;CORTE;STC;;19,0;2022-08-23;3;N
LAURO DE FREITAS;296;CORTE;STC;;16,0;2022-08-23;3;N
VITORIA DA CONQUISTA;507;CORTE;STC;;11,0;2022-08-23;3;N
SEABRA;441;CORTE;STC;;20,0;2022-08-23;3;N
ITAPETINGA;244;CORTE;STC;;11,0;2022-08-23;3;N
GUANAMBI;152;CORTE;STC;;21,0;2022-08-23;3;N
SANTA MARIA DA VITORIA;414;CORTE;STC;;15,0;2022-08-23;3;N
AMARGOSA;6;CORTE;STC;;18,0;2022-08-23;3;N
SANTO ANTONIO DE JESUS;427;CORTE;STC;;16,0;2022-08-23;3;N
SANTO ANTONIO DE JESUS;429;CORTE;STC;;13,0;2022-08-23;3;N
SANTO AMARO;422;CORTE;STC;;21,0;2022-08-23;3;N
PORTO SEGURO;373;CORTE;STC;;21,0;2022-08-23;3;N
PAULO AFONSO;329;RECORTE;STC;;5,0;2022-08-23;3;N
JACOBINA;260;RECORTE;STC;;11,0;2022-08-23;3;N
IBOTIRAMA;169;RECORTE;STC;;10,0;2022-08-23;3;N
IBOTIRAMA;165;RECORTE;STC;;7,0;2022-08-23;3;N
VITORIA DA CONQUISTA;516;CORTE;STC;;8,0;2022-08-23;3;N
SENHOR DO BONFIM;452;CORTE;STC;;8,0;2022-08-23;3;N
SENHOR DO BONFIM;447;CORTE;STC;;9,0;2022-08-23;3;N
SANTA MARIA DA VITORIA;411;CORTE;STC;;7,0;2022-08-23;3;N
PERIPERI;348;CORTE;STC;;27,0;2022-08-23;3;N
LUIS EDUARDO MAGALHAES;320;CORTE;STC;;12,0;2022-08-23;3;N
LUIS EDUARDO MAGALHAES;319;CORTE;STC;;12,0;2022-08-23;3;N
LUIS EDUARDO MAGALHAES;318;CORTE;STC;;8,0;2022-08-23;3;N
JACOBINA;264;CORTE;STC;;13,0;2022-08-23;3;N
JACOBINA;259;CORTE;STC;;13,0;2022-08-23;3;N
ITABERABA;218;CORTE;STC;;7,0;2022-08-23;3;N
ITABERABA;216;CORTE;STC;;15,0;2022-08-23;3;N
SEABRA;212;CORTE;STC;;9,0;2022-08-23;3;N
IRECE;210;CORTE;STC;;16,0;2022-08-23;3;N
IRECE;204;CORTE;STC;;14,0;2022-08-23;3;N
IRECE;202;CORTE;STC;;17,0;2022-08-23;3;N
IRECE;201;CORTE;STC;;10,0;2022-08-23;3;N
IRECE;200;CORTE;STC;;6,0;2022-08-23;3;N
IBOTIRAMA;166;CORTE;STC;;6,0;2022-08-23;3;N
IBOTIRAMA;162;CORTE;STC;;9,0;2022-08-23;3;N
GUANAMBI;138;CORTE;STC;;18,0;2022-08-23;3;N
CAMACARI;57;CORTE;STC;;9,0;2022-08-23;3;N
BRUMADO;41;CORTE;STC;;8,0;2022-08-23;3;N
BRUMADO;37;CORTE;STC;;6,0;2022-08-23;3;N
BRUMADO;36;CORTE;STC;;9,0;2022-08-23;3;N
BARREIRAS;15;CORTE;STC;;18,0;2022-08-23;3;N
SANTO AMARO;423;DISJUNTOR;EPS;;8,0;2022-08-23;3;N
SANTO AMARO;421;DISJUNTOR;EPS;;4,0;2022-08-23;3;N
SANTO AMARO;419;DISJUNTOR;EPS;;4,0;2022-08-23;3;N
SANTO AMARO;422;DISJUNTOR;EPS;;4,0;2022-08-23;3;N
LAURO DE FREITAS;298;DISJUNTOR;EPS;;36,0;2022-08-23;3;N
CONCEICAO DO COITE;73;DISJUNTOR;EPS;;5,0;2022-08-23;3;N
CONCEICAO DO COITE;72;DISJUNTOR;EPS;;1,0;2022-08-23;3;N
GUANAMBI;142;DISJUNTOR;EPS;;13,0;2022-08-23;3;N
ILHEUS;178;DISJUNTOR;EPS;;32,0;2022-08-23;3;N
PIRAJA;354;DISJUNTOR;EPS;;44,0;2022-08-23;3;N
PERIPERI;348;DISJUNTOR;EPS;;28,0;2022-08-23;3;N
PERIPERI;347;DISJUNTOR;EPS;;28,0;2022-08-23;3;N
PORTO SEGURO;373;DISJUNTOR;EPS;;16,0;2022-08-23;3;N
PORTO SEGURO;370;DISJUNTOR;EPS;;4,0;2022-08-23;3;N
CAMACARI;50;DISJUNTOR;EPS;;35,0;2022-08-23;3;N
VITORIA DA CONQUISTA;520;DISJUNTOR;EPS;;30,0;2022-08-23;3;N
VITORIA DA CONQUISTA;503;DISJUNTOR;EPS;;30,0;2022-08-23;3;N
ITAPOAN;251;DISJUNTOR;EPS;;16,0;2022-08-23;3;N
ITAPOAN;253;DISJUNTOR;EPS;;16,0;2022-08-23;3;N
PITUBA;357;DISJUNTOR;EPS;;32,0;2022-08-23;3;N
AMARGOSA;11;DISJUNTOR;EPS;;1,0;2022-08-23;3;N
EUNAPOLIS;88;DISJUNTOR;EPS;;9,0;2022-08-23;3;N
VALENCA;490;DISJUNTOR;EPS;;36,0;2022-08-23;3;N
CANDEIAS;58;DISJUNTOR;EPS;;30,0;2022-08-23;3;N
BRUMADO;44;DISJUNTOR;EPS;;8,0;2022-08-23;3;N
TEIXEIRA DE FREITAS;480;DISJUNTOR;EPS;;20,0;2022-08-23;3;N
PITUBA;358;CORTE;EPS;;17,0;2022-08-23;3;N
SANTO AMARO;420;CORTE;EPS;;10,0;2022-08-23;3;N
VITORIA DA CONQUISTA;520;CORTE;EPS;;15,0;2022-08-23;3;N
SANTA MARIA DA VITORIA;412;CORTE;EPS;;2,0;2022-08-23;3;N
GRACA;133;CORTE;EPS;;44,0;2022-08-23;3;N
JACOBINA;264;CORTE;EPS;;8,0;2022-08-23;3;N
ILHEUS;173;CORTE;EPS;;26,0;2022-08-23;3;N
FEIRA DE SANTANA SUL;123;CORTE;EPS;;54,0;2022-08-23;3;N
JACOBINA;257;CORTE;EPS;;8,0;2022-08-23;3;N
FEIRA DE SANTANA SUL;125;CORTE;EPS;;18,0;2022-08-23;3;N
IBOTIRAMA;170;CORTE;EPS;;7,0;2022-08-23;3;N
GUANAMBI;139;CORTE;EPS;;5,0;2022-08-23;3;N
SANTO ANTONIO DE JESUS;434;CORTE;EPS;;8,0;2022-08-23;3;N
IPIAU;532;CORTE;EPS;;7,0;2022-08-23;3;N
GUANAMBI;138;CORTE;EPS;;5,0;2022-08-23;3;N
PIRAJA;350;CORTE;EPS;;13,0;2022-08-23;3;N
VALENCA;489;CORTE;EPS;;11,0;2022-08-23;3;N
SEABRA;441;CORTE;EPS;;10,0;2022-08-23;3;N
PAULO AFONSO;325;CORTE;EPS;;8,0;2022-08-23;3;N
PORTO SEGURO;375;CORTE;EPS;;18,0;2022-08-23;3;N
SANTA MARIA DA VITORIA;414;CORTE;EPS;;2,0;2022-08-23;3;N
VALENCA;493;CORTE;EPS;;11,0;2022-08-23;3;N
IBOTIRAMA;171;CORTE;EPS;;7,0;2022-08-23;3;N
SENHOR DO BONFIM;445;CORTE;EPS;;10,0;2022-08-23;3;N
PAULO AFONSO;334;CORTE;EPS;;7,0;2022-08-23;3;N
IBOTIRAMA;156;CORTE;EPS;;7,0;2022-08-23;3;N
ESPLANADA;83;CORTE;EPS;;14,0;2022-08-23;3;N
IPIAU;526;CORTE;EPS;;6,0;2022-08-23;3;N
RIBEIRA DO POMBAL;405;CORTE;EPS;;9,0;2022-08-23;3;N
EUNAPOLIS;90;CORTE;EPS;;12,0;2022-08-23;3;N
CAMACARI;50;CORTE;EPS;;20,0;2022-08-23;3;N
BARREIRAS;16;CORTE;EPS;;35,0;2022-08-23;3;N
SEABRA;437;CORTE;EPS;;10,0;2022-08-23;3;N
IRECE;206;CORTE;EPS;;20,0;2022-08-23;3;N
VALENCA;490;CORTE;EPS;;22,0;2022-08-23;3;N
PAULO AFONSO;345;CORTE;EPS;;7,0;2022-08-23;3;N
ITABUNA;227;CORTE;EPS;;22,0;2022-08-23;3;N
ITABERABA;213;CORTE;EPS;;4,0;2022-08-23;3;N
ALAGOINHAS;2;CORTE;EPS;;30,0;2022-08-23;3;N
SANTO ANTONIO DE JESUS;431;CORTE;EPS;;4,0;2022-08-23;3;N
VITORIA DA CONQUISTA;509;CORTE;EPS;;15,0;2022-08-23;3;N
LIVRAMENTO DE NOSSA SENHORA;310;CORTE;EPS;;10,0;2022-08-23;3;N
GRACA;135;CORTE;EPS;;88,0;2022-08-23;3;N
TEIXEIRA DE FREITAS;481;CORTE;EPS;;16,0;2022-08-23;3;N
PIRAJA;351;CORTE;EPS;;13,0;2022-08-23;3;N
ESPLANADA;81;CORTE;EPS;;14,0;2022-08-23;3;N
SANTO ANTONIO DE JESUS;432;CORTE;EPS;;4,0;2022-08-23;3;N
GRACA;130;CORTE;EPS;;66,0;2022-08-23;3;N
CANDEIAS;59;CORTE;EPS;;21,0;2022-08-23;3;N
LIVRAMENTO DE NOSSA SENHORA;311;CORTE;EPS;;10,0;2022-08-23;3;N
RIBEIRA DO POMBAL;409;CORTE;EPS;;9,0;2022-08-23;3;N
LIVRAMENTO DE NOSSA SENHORA;312;CORTE;EPS;;10,0;2022-08-23;3;N
RIBEIRA DO POMBAL;399;CORTE;EPS;;9,0;2022-08-23;3;N
IRECE;193;CORTE;EPS;;80,0;2022-08-23;3;N
VITORIA DA CONQUISTA;503;CORTE;EPS;;15,0;2022-08-23;3;N
BOM JESUS DA LAPA;32;CORTE;EPS;;4,0;2022-08-23;3;N
ITABERABA;222;CORTE;EPS;;4,0;2022-08-23;3;N
TEIXEIRA DE FREITAS;470;CORTE;EPS;;14,0;2022-08-23;3;N
CAMACARI;53;CORTE;EPS;;20,0;2022-08-23;3;N
VITORIA DA CONQUISTA;500;CORTE;EPS;;15,0;2022-08-23;3;N
TEIXEIRA DE FREITAS;476;CORTE;EPS;;16,0;2022-08-23;3;N
JACOBINA;263;CORTE;EPS;;8,0;2022-08-23;3;N
PORTO SEGURO;363;CORTE;EPS;;16,0;2022-08-23;3;N
REMANSO;390;CORTE;EPS;;10,0;2022-08-23;3;N
JUAZEIRO;292;CORTE;EPS;;15,0;2022-08-23;3;N
ALAGOINHAS;3;CORTE;EPS;;10,0;2022-08-23;3;N
ITABERABA;219;CORTE;EPS;;4,0;2022-08-23;3;N
PAULO AFONSO;402;CORTE;EPS;;8,0;2022-08-23;3;N
LIVRAMENTO DE NOSSA SENHORA;306;CORTE;EPS;;9,0;2022-08-23;3;N
SANTO AMARO;419;CORTE;EPS;;20,0;2022-08-23;3;N
ALAGOINHAS;4;CORTE;EPS;;18,0;2022-08-23;3;N
PERIPERI;349;CORTE;EPS;;11,0;2022-08-23;3;N
BRUMADO;40;CORTE;EPS;;5,0;2022-08-23;3;N
PORTO SEGURO;360;CORTE;EPS;;9,0;2022-08-23;3;N
PAULO AFONSO;328;CORTE;EPS;;8,0;2022-08-23;3;N
GRACA;132;CORTE;EPS;;22,0;2022-08-23;3;N
SANTA MARIA DA VITORIA;417;CORTE;EPS;;2,0;2022-08-23;3;N
ESPLANADA;78;CORTE;EPS;;14,0;2022-08-23;3;N
EUNAPOLIS;92;CORTE;EPS;;14,0;2022-08-23;3;N
ITABERABA;214;CORTE;EPS;;4,0;2022-08-23;3;N
BOM JESUS DA LAPA;28;CORTE;EPS;;4,0;2022-08-23;3;N
FEIRA DE SANTANA NORTE;108;CORTE;EPS;;16,0;2022-08-23;3;N
IPIAU;188;CORTE;EPS;;7,0;2022-08-23;3;N
CONCEICAO DO COITE;66;CORTE;EPS;;6,0;2022-08-23;3;N
BOM JESUS DA LAPA;30;CORTE;EPS;;4,0;2022-08-23;3;N
ITAPETINGA;248;CORTE;EPS;;11,0;2022-08-23;3;N
FEIRA DE SANTANA NORTE;116;CORTE;EPS;;31,0;2022-08-23;3;N
PIRAJA;353;CORTE;EPS;;13,0;2022-08-23;3;N
GUANAMBI;148;CORTE;EPS;;5,0;2022-08-23;3;N
ESPLANADA;77;CORTE;EPS;;14,0;2022-08-23;3;N
JACOBINA;259;CORTE;EPS;;8,0;2022-08-23;3;N
PERIPERI;347;CORTE;EPS;;22,0;2022-08-23;3;N
LUIS EDUARDO MAGALHAES;317;CORTE;EPS;;8,0;2022-08-23;3;N
SANTO AMARO;424;CORTE;EPS;;20,0;2022-08-23;3;N
SENHOR DO BONFIM;448;CORTE;EPS;;10,0;2022-08-23;3;N
IBOTIRAMA;162;CORTE;EPS;;6,0;2022-08-23;3;N
SENHOR DO BONFIM;450;CORTE;EPS;;20,0;2022-08-23;3;N
GUANAMBI;142;CORTE;EPS;;5,0;2022-08-23;3;N
SANTO ANTONIO DE JESUS;9;CORTE;EPS;;8,0;2022-08-23;3;N
JUAZEIRO;290;CORTE;EPS;;30,0;2022-08-23;3;N
SERRINHA;458;CORTE;EPS;;14,0;2022-08-23;3;N
JUAZEIRO;284;CORTE;EPS;;15,0;2022-08-23;3;N
EUNAPOLIS;93;CORTE;EPS;;14,0;2022-08-23;3;N
SERRINHA;459;CORTE;EPS;;7,0;2022-08-23;3;N
CONCEICAO DO COITE;75;CORTE;EPS;;7,0;2022-08-23;3;N
FEIRA DE SANTANA SUL;128;CORTE;EPS;;18,0;2022-08-23;3;N
JACOBINA;262;CORTE;EPS;;8,0;2022-08-23;3;N
AMARGOSA;12;CORTE;EPS;;5,0;2022-08-23;3;N
ALAGOINHAS;1;CORTE;EPS;;30,0;2022-08-23;3;N
CONCEICAO DO COITE;72;CORTE;EPS;;7,0;2022-08-23;3;N
SANTO ANTONIO DE JESUS;427;CORTE;EPS;;4,0;2022-08-23;3;N
ITABUNA;172;CORTE;EPS;;23,0;2022-08-23;3;N
FEIRA DE SANTANA NORTE;109;CORTE;EPS;;32,0;2022-08-23;3;N
BARREIRAS;22;CORTE;EPS;;7,0;2022-08-23;3;N
PAULO AFONSO;340;CORTE;EPS;;8,0;2022-08-23;3;N
JACOBINA;255;CORTE;EPS;;8,0;2022-08-23;3;N
JUAZEIRO;285;CORTE;EPS;;15,0;2022-08-23;3;N
IRECE;207;CORTE;EPS;;20,0;2022-08-23;3;N
SEABRA;440;CORTE;EPS;;10,0;2022-08-23;3;N
SERRINHA;467;CORTE;EPS;;7,0;2022-08-23;3;N
CANDEIAS;58;CORTE;EPS;;42,0;2022-08-23;3;N
IPIAU;527;CORTE;EPS;;7,0;2022-08-23;3;N
VITORIA DA CONQUISTA;521;CORTE;EPS;;15,0;2022-08-23;3;N
JEQUIE;275;CORTE;EPS;;27,0;2022-08-23;3;N
JACOBINA;261;CORTE;EPS;;8,0;2022-08-23;3;N
POSTO DA MATA;383;CORTE;EPS;;8,0;2022-08-23;3;N
AMARGOSA;10;CORTE;EPS;;5,0;2022-08-23;3;N
SERRINHA;456;CORTE;EPS;;7,0;2022-08-23;3;N
VALENCA;497;CORTE;EPS;;11,0;2022-08-23;3;N
VALENCA;491;CORTE;EPS;;22,0;2022-08-23;3;N
PITUBA;356;CORTE;EPS;;34,0;2022-08-23;3;N
TEIXEIRA DE FREITAS;485;CORTE;EPS;;15,0;2022-08-23;3;N
FEIRA DE SANTANA SUL;127;CORTE;EPS;;16,0;2022-08-23;3;N
CONCEICAO DO COITE;63;CORTE;EPS;;7,0;2022-08-23;3;N
POSTO DA MATA;386;CORTE;EPS;;8,0;2022-08-23;3;N
IBOTIRAMA;155;CORTE;EPS;;14,0;2022-08-23;3;N
AMARGOSA;5;CORTE;EPS;;10,0;2022-08-23;3;N
TEIXEIRA DE FREITAS;482;CORTE;EPS;;16,0;2022-08-23;3;N
PITUBA;357;CORTE;EPS;;17,0;2022-08-23;3;N
CAMACARI;51;CORTE;EPS;;20,0;2022-08-23;3;N
SANTO ANTONIO DE JESUS;433;CORTE;EPS;;4,0;2022-08-23;3;N
LAURO DE FREITAS;295;CORTE;EPS;;14,0;2022-08-23;3;N
BRUMADO;44;CORTE;EPS;;5,0;2022-08-23;3;N
JACOBINA;258;CORTE;EPS;;8,0;2022-08-23;3;N
BOM JESUS DA LAPA;33;CORTE;EPS;;4,0;2022-08-23;3;N
BRUMADO;35;CORTE;EPS;;5,0;2022-08-23;3;N
PORTO SEGURO;377;CORTE;EPS;;9,0;2022-08-23;3;N
BOM JESUS DA LAPA;24;CORTE;EPS;;4,0;2022-08-23;3;N
PIRAJA;354;CORTE;EPS;;26,0;2022-08-23;3;N
LUIS EDUARDO MAGALHAES;319;CORTE;EPS;;8,0;2022-08-23;3;N
VALENCA;495;CORTE;EPS;;32,0;2022-08-23;3;N
ITABUNA;230;CORTE;EPS;;23,0;2022-08-23;3;N
CONCEICAO DO COITE;68;CORTE;EPS;;7,0;2022-08-23;3;N
VITORIA DA CONQUISTA;519;CORTE;EPS;;15,0;2022-08-23;3;N
IRECE;205;CORTE;EPS;;20,0;2022-08-23;3;N
FEIRA DE SANTANA SUL;121;CORTE;EPS;;18,0;2022-08-23;3;N
PIRAJA;355;CORTE;EPS;;13,0;2022-08-23;3;N
SANTO ANTONIO DE JESUS;8;CORTE;EPS;;4,0;2022-08-23;3;N
IRECE;211;CORTE;EPS;;60,0;2022-08-23;3;N
PORTO SEGURO;376;CORTE;EPS;;18,0;2022-08-23;3;N
PIRAJA;352;CORTE;EPS;;39,0;2022-08-23;3;N
FEIRA DE SANTANA NORTE;107;CORTE;EPS;;44,0;2022-08-23;3;N
IBOTIRAMA;166;CORTE;EPS;;7,0;2022-08-23;3;N
GRACA;136;CORTE;EPS;;64,0;2022-08-23;3;N
VITORIA DA CONQUISTA;499;CORTE;EPS;;15,0;2022-08-23;3;N
SENHOR DO BONFIM;446;CORTE;EPS;;10,0;2022-08-23;3;N
LUIS EDUARDO MAGALHAES;320;CORTE;EPS;;8,0;2022-08-23;3;N
SEABRA;444;CORTE;EPS;;10,0;2022-08-23;3;N
VALENCA;492;CORTE;EPS;;21,0;2022-08-23;3;N
SERRINHA;468;CORTE;EPS;;6,0;2022-08-23;3;N
SERRINHA;455;CORTE;EPS;;7,0;2022-08-23;3;N
AMARGOSA;11;CORTE;EPS;;15,0;2022-08-23;3;N
JUAZEIRO;289;CORTE;EPS;;15,0;2022-08-23;3;N
LUIS EDUARDO MAGALHAES;321;CORTE;EPS;;8,0;2022-08-23;3;N
FEIRA DE SANTANA SUL;124;CORTE;EPS;;18,0;2022-08-23;3;N
JACOBINA;256;CORTE;EPS;;8,0;2022-08-23;3;N
LAURO DE FREITAS;296;CORTE;EPS;;14,0;2022-08-23;3;N
GRACA;134;CORTE;EPS;;43,0;2022-08-23;3;N
PITUBA;359;CORTE;EPS;;17,0;2022-08-23;3;N
SENHOR DO BONFIM;454;CORTE;EPS;;20,0;2022-08-23;3;N
LUIS EDUARDO MAGALHAES;318;CORTE;EPS;;8,0;2022-08-23;3;N
SERRINHA;463;CORTE;EPS;;7,0;2022-08-23;3;N
IRECE;197;CORTE;EPS;;20,0;2022-08-23;3;N
BARREIRAS;20;CORTE;EPS;;7,0;2022-08-23;3;N
IPIAU;531;CORTE;EPS;;7,0;2022-08-23;3;N
LAURO DE FREITAS;298;CORTE;EPS;;14,0;2022-08-23;3;N
IPIAU;189;CORTE;EPS;;7,0;2022-08-23;3;N
EUNAPOLIS;102;CORTE;EPS;;14,0;2022-08-23;3;N
LAURO DE FREITAS;293;CORTE;EPS;;14,0;2022-08-23;3;N
SERRINHA;466;CORTE;EPS;;5,0;2022-08-23;3;N
GRACA;129;CORTE;EPS;;22,0;2022-08-23;3;N
GRACA;131;CORTE;EPS;;22,0;2022-08-23;3;N
SANTO AMARO;422;CORTE;EPS;;20,0;2022-08-23;3;N
JUAZEIRO;286;CORTE;EPS;;15,0;2022-08-23;3;N
RIBEIRA DO POMBAL;400;CORTE;EPS;;9,0;2022-08-23;3;N
BOM JESUS DA LAPA;23;CORTE;EPS;;4,0;2022-08-23;3;N
JUAZEIRO;291;CORTE;EPS;;15,0;2022-08-23;3;N
IBOTIRAMA;163;CORTE;EPS;;7,0;2022-08-23;3;N
PERIPERI;348;CORTE;EPS;;22,0;2022-08-23;3;N
CAMACARI;52;CORTE;EPS;;19,0;2022-08-23;3;N
AMARGOSA;6;CORTE;EPS;;5,0;2022-08-23;3;N
CONCEICAO DO COITE;65;CORTE;EPS;;7,0;2022-08-23;3;N
VITORIA DA CONQUISTA;506;CORTE;EPS;;14,0;2022-08-23;3;N
ITAPETINGA;237;CORTE;EPS;;11,0;2022-08-23;3;N
LUIS EDUARDO MAGALHAES;323;CORTE;EPS;;8,0;2022-08-23;3;N
SANTO ANTONIO DE JESUS;426;CORTE;EPS;;4,0;2022-08-23;3;N
SANTO ANTONIO DE JESUS;428;CORTE;EPS;;8,0;2022-08-23;3;N
PORTO SEGURO;371;CORTE;EPS;;9,0;2022-08-23;3;N
GRACA;137;CORTE;EPS;;22,0;2022-08-23;3;N
FEIRA DE SANTANA SUL;122;CORTE;EPS;;18,0;2022-08-23;3;N
JACOBINA;534;CORTE;EPS;;5,0;2022-08-23;3;N
VALENCA;486;CORTE;EPS;;7,0;2022-08-23;3;N
POSTO DA MATA;388;CORTE;EPS;;11,0;2022-08-23;3;N
PAULO AFONSO;332;CORTE;EPS;;6,0;2022-08-23;3;N
JUAZEIRO;287;CORTE;EPS;;8,0;2022-08-23;3;N
JEQUIE;277;CORTE;EPS;;9,0;2022-08-23;3;N
JEQUIE;271;CORTE;EPS;;16,0;2022-08-23;3;N
JEQUIE;266;CORTE;EPS;;22,0;2022-08-23;3;N
JACOBINA;260;CORTE;EPS;;6,0;2022-08-23;3;N
ITAPETINGA;249;CORTE;EPS;;7,0;2022-08-23;3;N
ITABUNA;229;CORTE;EPS;;14,0;2022-08-23;3;N
ITABUNA;225;CORTE;EPS;;10,0;2022-08-23;3;N
ILHEUS;186;CORTE;EPS;;20,0;2022-08-23;3;N
ITABUNA;185;CORTE;EPS;;14,0;2022-08-23;3;N
ILHEUS;182;CORTE;EPS;;12,0;2022-08-23;3;N
ILHEUS;179;CORTE;EPS;;45,0;2022-08-23;3;N
ILHEUS;177;CORTE;EPS;;8,0;2022-08-23;3;N
ILHEUS;174;CORTE;EPS;;9,0;2022-08-23;3;N
EUNAPOLIS;105;CORTE;EPS;;6,0;2022-08-23;3;N
ESPLANADA;84;CORTE;EPS;;6,0;2022-08-23;3;N
PIRAJA;353;CORTE;STC;;99,0;2022-08-23;3;N
PIRAJA;354;CORTE;STC;;12,0;2022-08-23;3;N
ITABUNA;233;RECORTE;EPS;;25,0;2022-08-23;3;N
ITABUNA;230;RECORTE;EPS;;25,0;2022-08-23;3;N
RIBEIRA DO POMBAL;409;RECORTE;EPS;;18,0;2022-08-23;3;N
RIBEIRA DO POMBAL;400;RECORTE;EPS;;18,0;2022-08-23;3;N
SANTA MARIA DA VITORIA;535;RECORTE;EPS;;13,0;2022-08-23;3;N
JUAZEIRO;290;BAIXA;EPS;;10,0;2022-08-24;4;N
VITORIA DA CONQUISTA;509;BAIXA;EPS;;20,0;2022-08-24;4;N
ALAGOINHAS;2;RECORTE;STC;;1,0;2022-08-24;4;N
ALAGOINHAS;1;RECORTE;STC;;50,0;2022-08-24;4;N
ALAGOINHAS;4;RECORTE;STC;;2,0;2022-08-24;4;N
FEIRA DE SANTANA SUL;128;RECORTE;STC;;1,0;2022-08-24;4;N
FEIRA DE SANTANA SUL;123;RECORTE;STC;;23,0;2022-08-24;4;N
FEIRA DE SANTANA SUL;126;RECORTE;STC;;1,0;2022-08-24;4;N
FEIRA DE SANTANA SUL;127;RECORTE;STC;;1,0;2022-08-24;4;N
FEIRA DE SANTANA NORTE;108;RECORTE;STC;;2,0;2022-08-24;4;N
FEIRA DE SANTANA NORTE;110;RECORTE;STC;;2,0;2022-08-24;4;N
FEIRA DE SANTANA NORTE;112;RECORTE;STC;;1,0;2022-08-24;4;N
JACOBINA;262;RECORTE;STC;;5,0;2022-08-24;4;N
JUAZEIRO;285;RECORTE;STC;;2,0;2022-08-24;4;N
JUAZEIRO;287;RECORTE;STC;;2,0;2022-08-24;4;N
JUAZEIRO;288;RECORTE;STC;;1,0;2022-08-24;4;N
VALENCA;487;RECORTE;EPS;;43,0;2022-08-24;4;N
REMANSO;389;RECORTE;EPS;;28,0;2022-08-24;4;N
REMANSO;390;RECORTE;EPS;;10,0;2022-08-24;4;N
REMANSO;393;RECORTE;EPS;;65,0;2022-08-24;4;N
REMANSO;394;RECORTE;EPS;;1,0;2022-08-24;4;N
REMANSO;391;RECORTE;EPS;;32,0;2022-08-24;4;N
EUNAPOLIS;93;CORTE;EPS;;59,0;2022-08-24;4;N
EUNAPOLIS;92;CORTE;EPS;;21,0;2022-08-24;4;N
