UTD;SELECIONAR;ZONA;LOCALI;MUNICIPIO;BAIRRO;TIPO_LOCAL;CLUSTERS;QTD_MAX;QTD_MIN;RAIO_IDEAL;RAIO_MAX;RAIO_STEP;CARTEIRA;TURMA;PESO_MTVCOB;PESO_PECLD;PESO_QTDFTVE;PREENCHER;QTD_PREENCHER
RIBEIRA DO POMBAL;SIM;0397;;;;;1;12;10;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
RIBEIRA DO POMBAL;SIM;0398;;;;;1;12;10;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
RIBEIRA DO POMBAL;SIM;0399;;;;;1;12;10;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
RIBEIRA DO POMBAL;SIM;0404;;;;;1;12;10;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
RIBEIRA DO POMBAL;SIM;0405;;;;;1;12;10;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
RIBEIRA DO POMBAL;SIM;0409;;;;;1;12;10;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
SANTA MARIA DA VITORIA;SIM;0413;;;;;1;8;7;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
SANTA MARIA DA VITORIA;SIM;0415;;;;;1;8;7;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
SANTA MARIA DA VITORIA;SIM;0417;;;;;1;8;7;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
SANTA MARIA DA VITORIA;SIM;0418;;;;;1;8;7;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
SANTO AMARO;SIM;0419;;;;;2;14;12;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
SANTO AMARO;SIM;0420;;;;;2;14;12;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
SANTO AMARO;SIM;0421;;;;;2;14;12;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
SANTO AMARO;SIM;0422;;;;;2;14;12;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
SANTO AMARO;SIM;0424;;;;;2;14;12;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
SANTO AMARO;SIM;0425;;;;;2;14;12;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
SANTO ANTONIO DE JESUS;SIM;0008;;;;;1;17;15;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
SANTO ANTONIO DE JESUS;SIM;0426;;;;;1;17;15;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
SANTO ANTONIO DE JESUS;SIM;0427;;;;;1;17;15;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
SANTO ANTONIO DE JESUS;SIM;0428;;;;;1;17;15;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
SANTO ANTONIO DE JESUS;SIM;0431;;;;;1;17;15;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
SANTO ANTONIO DE JESUS;SIM;0433;;;;;1;17;15;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
SEABRA;SIM;0436;;;;;1;8;7;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
SEABRA;SIM;0440;;;;;1;8;7;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
SEABRA;SIM;0439;;;;;1;8;7;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
SEABRA;SIM;0441;;;;;1;8;7;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
SENHOR DO BONFIM;SIM;0445;;;;;1;10;9;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
SENHOR DO BONFIM;SIM;0454;;;;;2;10;9;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
SENHOR DO BONFIM;SIM;0450;;;;;2;10;9;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
SENHOR DO BONFIM;SIM;0448;;;;;1;10;9;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
SENHOR DO BONFIM;SIM;0446;;;;;1;10;9;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
SERRINHA;SIM;0455;;;;;1;8;7;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
SERRINHA;SIM;0456;;;;;1;8;7;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
SERRINHA;SIM;0458;;;;;1;8;7;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
SERRINHA;SIM;0459;;;;;1;8;7;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
SERRINHA;SIM;0463;;;;;1;8;7;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
SERRINHA;SIM;0466;;;;;1;8;7;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
SERRINHA;SIM;0467;;;;;1;8;7;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
TEIXEIRA DE FREITAS;SIM;0485;;;;;1;25;22;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
TEIXEIRA DE FREITAS;SIM;0470;;;;;1;25;22;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
TEIXEIRA DE FREITAS;SIM;0476;;;;;1;25;22;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
TEIXEIRA DE FREITAS;SIM;0481;;;;;1;25;22;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
TEIXEIRA DE FREITAS;SIM;0482;;;;;1;25;22;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
VALENCA;SIM;0487;;;;;5;19;16;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
VITORIA DA CONQUISTA;SIM;0499;;;;;1;18;16;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
VITORIA DA CONQUISTA;SIM;0500;;;;;1;18;16;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
VITORIA DA CONQUISTA;SIM;0502;;;;;1;18;16;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
VITORIA DA CONQUISTA;SIM;0506;;;;;1;18;16;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
VITORIA DA CONQUISTA;SIM;0509;;;;;1;18;16;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
VITORIA DA CONQUISTA;SIM;0519;;;;;1;18;16;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
VITORIA DA CONQUISTA;SIM;0520;;;;;1;18;16;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
VITORIA DA CONQUISTA;SIM;0521;;;;;1;18;16;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
